"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2005","@Web playwrightlocator","","2026-03-29","passed","2026-03-29","","Locators.spec.js","",""
